Editeur,Nationalite,Chambre,Duree,Review_title,Review_score,Commentaire
Anaïs,France,Chambre Double Standard,4 nuits · novembre 2021,Exceptionnel,10,"A aimé  · Le Riad est bien situé dans la médina et permet de faire beaucoup de visites à pied. Le personnel est vraiment super, très professionnel, donnant de bons conseils. Nous avons tout testé: spa, repas, excursion... et nous n'avons pas été de déçus !
N'a pas aimé  · Rien de spécial. Peut-être faudrait-il rénover un peu les chambres et salles de bain. Mais ça reste très propre et agréable."
Odeyssa,France,Suite Familiale Deluxe,3 nuits · novembre 2021,Merveilleuse surprise pour ma mère,10,"A aimé  · Ce riad est un vrai bonheur ! Le personnel est à la fois attentionné, disponible et très discret."
Thibaut,France,Chambre Double Standard,2 nuits · novembre 2021,Le rêve marocain !,10,"A aimé  · Accueil au top ! Personnel adorable, lieu très beau, reposant. On adoré le rooftop !!
N'a pas aimé  · La douche mériterait plus de pression et une meilleure évacuation d'eau ... peut-être les travaux dans la rue qui provoquent cela ?"
Jennifer,France,Chambre Double Standard,4 nuits · octobre 2021,agréable séjour,"8,0","A aimé  · l’accueil et le personnel très chaleureux, nous y retournerons avec grand plaisir !!!!"
Arnaud,France,Chambre Double Standard,3 nuits · octobre 2021,Exceptionnel,10,"A aimé  · Établissement très beau et très propre.
De belles chambres , une  terrasse magnifique !
Quel plaisir de prendre le petit déjeuner sur cette terrasse.
Un très bon petit déjeuner, très copieux.
Fruits tous les jours, omelette, pain, crêpes Marocaines , café ou thé.
Personnel au petit soin.
Établissement très bien placé , à 5 minutes à pied de la place jemaa el fna.
N'a pas aimé  · Rien"
Victorien,France,Suite Familiale Deluxe,5 nuits · octobre 2021,"Lieu idyllique, personnel très agréable, emplacement idéal",10,"A aimé  · Son emplacement, le personnel, la piscine, la terrasse, le prix"
Hamid,France,Suite Junior,2 nuits · octobre 2021,Exceptionnel,10,"A aimé  · Les employés rien à dire, l’emplacement, la nourriture
Pas de côté négatif
Un rêve
N'a pas aimé  · Rien"
Roxane,France,Chambre Double Standard,1 nuit · octobre 2021,Fabuleux,"9,0","A aimé  · Le cadre et le personnel
N'a pas aimé  · Dommage que la baguette et les pains au chocolat du petit déjeuner soient du décongelé !!"
Laurie,France,Chambre Double Supérieure,4 nuits · octobre 2021,Parfait,10,"A aimé  · Excellent séjour au Riad, tout été parfait !"
Emre,France,Suite Junior,3 nuits · octobre 2021,Très bien,"8,0","A aimé  · Le ptit déjeuner la gentillesse des travailleurs
N'a pas aimé  · Le bruit le matin impossible de dormir !"
Victoria,France,Chambre Double Standard,1 nuit · octobre 2021,LE KIFF !,"9,0","A aimé  · J’ai voyagé avec ma maman pour son anniversaire. 
Tout était parfait. Le personnel est merveilleux: souriant, serviable et très gentil. La décoration était soignée. Le petit déjeuné délicieux et frais. 
Nous avons dormi au RDC j’avais peur que la chambre soit bruyante mais bien au contraire, j’ai très bien dormi. Pas un bruit ni de lumière dans ma chambre (ce qui est très important)
Je serai bien restée plus longtemps. Une prochaine fois, j’en suis sure. 
Shoukran à toute l’équipe!"
Narimène,France,Suite Junior,3 nuits · octobre 2021,Fabuleux,"9,0","A aimé  · Très bon Riad très bien équipé et très à l’écoute petit déjeuner super bon très frais hammam au top ! Je recommande x1000
N'a pas aimé  · Rien du tout"
Mélodie,France,Chambre Double Supérieure,4 nuits · octobre 2021,Petit coin reposant au milieu de la médina,"8,0","A aimé  · Nous avons passés 4 nuit dans ce Ryad, très bien placé au milieu de la médina mais cependant très calme.
Le Riad est très bien décoré, ambiance marocaine et tous les services dont on a besoin sont présents. 
Le personnel est très sympa (de l’accueil, à la cuisine au ménage) et toujours près à rendre service jusqu’au dernier moment. Nous avions pris le dîner le premier soir au Riad c’était délicieux ainsi que le petit déjeuner que l’on avait tous les matins (mentions spéciales aux omelettes :) ) 
Nous reviendrons avec grand plaisir.
N'a pas aimé  · Si je devais trouver un seul point : avoir le choix de prendre le petit dej sur la terrasse ou dans le patio en bas. Mais cela n’empêche en rien de passer un séjour agréable !"
Emmanuelle,France,Chambre Double Supérieure,1 nuit · septembre 2021,Un lieu exceptionnel... A découvrir vraiment !,"9,0","A aimé  · Tout étais top !
N'a pas aimé  · Rien"
Chloé,Belgique,Chambre Double Standard,1 nuit · septembre 2021,Très bien,"8,0",A aimé  · Il faisait très calme dans l’établissement. La terrasse et le hall d’entrée est très agréable pour se poser et lire tranquillement !
Manon,France,Chambre Double Supérieure,4 nuits · septembre 2021,Exceptionnel,10,A aimé  · Très bon séjour nous vous recommandons ce riad
Myriam,France,Suite Familiale Deluxe,3 nuits · septembre 2021,Très bien,"8,3","A aimé  · Personnel agréable et gentil, emplacement idéal pour visiter la médina, bon petit-déjeuner.
N'a pas aimé  · Connexion wifi capricieuse"
Oualid,France,Suite Junior,1 nuit · septembre 2021,parfait riad dans un endroit stratégique. a visiter sans hésitation vous ne serez pas déçus.,10,"A aimé  · la propreté 
la gentillesse du personnel
le calme
la piscine
le petit déjeuner
l'emplacement du riad a proximité de jamaa elfnaa"
Charline,France,Chambre Double Supérieure,1 nuit · septembre 2021,superbe !,10,"A aimé  · établissement magnifique, accueil et confort parfait, nourriture excellente, tout est superbe ! 
merci à nos hôtes !!
N'a pas aimé  · rien !"
Soukaina,Maroc,Suite Familiale Deluxe,2 nuits · septembre 2021,Excellent séjour !,10,"A aimé  · Accueil chaleureux et attentionné dans un cadre sympathique ,la déco est très sympa 😍 un excellent service , le Riad est très propre un grand merci aux femmes de ménage ❤️ 
Personnel très accueillant, disponible et à l'écoute des clients , Merci à toute l’équipe, nous reviendrons !!
N'a pas aimé  · Rien à signaler"
Yovann,France,Chambre Double Supérieure,1 nuit · septembre 2021,"Calme, confort et luxe",10,"A aimé  · Personnel très serviable et à notre disposition, les chambres sont d'un confort exceptionnel et le petit-déjeuner est incroyable. Le calme de ce riad lui donnent un charme qui nous a ravi."
Mohammed,Maroc,Chambre Double Supérieure,1 nuit · septembre 2021,Exceptionnel,10,"A aimé  · Agréable séjour, personnel a la hauteur. Rien a reprocher
N'a pas aimé  · Rien ne me semble mauvais"
Djenad,France,Chambre Double Standard,1 nuit · septembre 2021,Exceptionnel,10,"A aimé  · Dans cette établissement tout était parfait l’accueil très correct ainsi le personnels rien à dire recommandé pour la prochaine fois
N'a pas aimé  · Néant tout est parfait"
Youcef,France,Chambre Double Supérieure,3 nuits · septembre 2021,plus-que-parfaits,10,"A aimé  · merci beaucoup pour le service et pour la gentillesse
un très bon logement et le personnel était au top. merci
N'a pas aimé  · rien, tout est parfait"
Tayeb,France,Chambre Double Standard,2 nuits · août 2021,Fabuleux,"9,0","A aimé  · Avant toute chose, le personnel de ce Riad - Quelle gentillesse, qualité de service, réactivité.....
Chambres très propres et spacieuses
Petit déjeuner copieux
Emplacement impeccable
N'a pas aimé  · Seulement le jus d'orange qui n'était pas frais mais un jus industriel 
et la re-circulation de l'eau de la piscine à revoir"
mar-01,Maroc,Suite Junior,1 nuit · août 2021,Fabuleux,"9,0","A aimé  · Le calme, la propreté, Rien a dire merci bcp
Le petit dej, traditionnel et varié .
Un grand merci à abdelatif pour sa serviabilité
N'a pas aimé  · Rien"
Mouncef,Maroc,Suite Junior,1 nuit · août 2021,Excellent,10,"A aimé  · Cet hôtel est tout ce que nous recherchons, calme, hors de la masse touristique en plein mois d'août. L'hôtel propre  ,Les personnels  est très sympathique.
Je recommande plus que vivement cet hôtel."
Mzsuigeneris,Canada,Chambre Double Standard,4 nuits · août 2021,"Parfait, bienvenue  a marrakesh",10,"A aimé  · Tres bien, le petit déjeuner,  le lieu, le chambre, yout les travailleurs sont excellentes. Honnêtement  Parfait, je ne voudrais  pas changer un choses
N'a pas aimé  · N/a"
Lannys,Canada,Chambre Double Standard,2 nuits · août 2021,Excellent,10,"A aimé  · La terrasse sur le toit permet de passer dés moment apaisant malgré le bruit des motos et des passants dans la rue.
Le service du chef qui a une très bonne conversation et qui nous a servi des très bons repas.
Le calme de l’établissement en général qui permet de se sentir comme à la maison.
N'a pas aimé  · Tout était parfait!"
Nadine,Maroc,Chambre Double Supérieure,1 nuit · juillet 2021,Un moment de pure détente en plein cœur de Marrakech,"9,0",A aimé  · Tout était parfait
Nora,France,Chambre Double Standard,5 nuits · août 2021,Exceptionnel,10,"A aimé  · Vous pouvez y aller les yeux fermés !
Réservation de 5 jours initialement que nous avons choisi de renouveler tant nous nous sentions bien là bas ❤️ 
Très bon rapport qualité-prix, l'emplacement à deux pas (littéralement) de la place Jamaa el Fna et de la Koutoubia tout en ayant un accès voiture proche (d'ailleurs pour ceux qui se poserait la question il y a un parking gardé à deux pas). 
Mais le must c'est surtout l'accueil de Imad, la gentillesse et les petits déjeuners et plats cuisinés par Abdellatif. 
Cerise sur le gâteau le hammam - massage d'un rapport qualité-prix excellent.
N'a pas aimé  · Rien à redire - tout était parfait !"
Bouzanih,France,Chambre Double Standard,2 nuits · août 2021,Exceptionnel,10,A aimé  · Service au top. Personnel à l’écoute et efficace.
Sabrina,France,Suite Familiale Deluxe,3 nuits · août 2021,Parfait !!!,10,"A aimé  · J’ai beaucoup aimé le personnels, très gentil, agréable en ceux qui concerne le Riad est magnifique la piscine est très belle les chambres aussi c’est un très bon rapport qualité prix. 
Ps: prime pour Imed !!!
N'a pas aimé  · J’ai tout aimé"
Thi,France,Chambre Double Supérieure,1 nuit · août 2021,Très bien,"8,0","A aimé  · Riad avec une petite cours sur piscine de style espagnole magnifique. 
Le personnel est très gentille et arrangeant : nous avons une excursion avec un départ à 7h du matin et ils ont eu la gentillesse de nous préparer malgré tout un petit déjeuner."
Ait,France,Chambre Double Standard,2 nuits · août 2021,Très bien,"8,0","A aimé  · Le décor parfait l’accueil génial un grand merci à abdeldif personne très attentionné serviable très très propre merci
N'a pas aimé  · Franchement tout et portant c est pas ma première réservation dans d autre établissement je le conseil"
Hugo,France,Chambre Double Supérieure,3 nuits · août 2021,Exceptionnel,10,"A aimé  · Nous avons passés 3 nuits au Riad, le personnel est adorable, disponible et de bons conseils. 
L’espace sur le rooftop est un vrai plus, le petit déjeuner très bon et cette odeur de fleur d’oranger dans tout le riad est vraiment apaisante. Je recommande cet endroit !! Merci encore à toute l’équipe.
N'a pas aimé  · Rien :)"
Anaïs,France,Suite Junior,1 nuit · août 2021,Un excellent séjour entre amis que nous recommandons les yeux fermés,10,"A aimé  · Tout est très bien. Le personnel est à l’écoute, d’une gentillesse extrême et toujours à vouloir rendre service."
Gaelle,France,Chambre Double Standard,3 nuits · juillet 2021,Exceptionnel,10,"A aimé  · Tout
Un lieux de repos parfait"
Dounia,France,Chambre Double Standard,5 nuits · août 2021,Top,10,"A aimé  · Équipe vraiment extraordinaire, le personnel est à l écoute, très serviable, toujours prêt à vous satisfaire ; Et ce jusqu’au dernier moment. Vraiment j en garderai un excellent souvenir je vous recommande vivement cet établissement. Mention spéciale pour le Dîner que j ai pris sur place cuisinier hors pair bravo
N'a pas aimé  · Rien"
Lahsen,Maroc,Suite Familiale Deluxe,1 nuit · août 2021,Exceptionnel,10,"A aimé  · Le personnel  est adorable le service très professionnel. 
L'établissement  bien situé  le lieu est propre une vie calme . Je vous conseille  cette établissement. 
Merci encore pour tout."
Caro,France,Chambre Double Supérieure,4 nuits · juillet 2021,Riad au top,10,"A aimé  · Super accueil, Riad idéalement situé, très propre et le personnel aux petits soins
Adresse à retenir"
Eva,France,Chambre Double Supérieure,6 nuits · juillet 2021,Super séjour,10,"A aimé  · Personnel au top, très attentionné. L’hôtel est propre, agréable, sent bon. Mention spéciale pour Abdelatif qui a été adorable du début à la fin. Merci pour le séjour !"
